"edf","Ref.df","F","p-value","term"
9.61735039285426,11.4488378018461,44.7055745960972,0,"s(Duration)"
2.23019406060747,2.66114431377352,0.614641986435124,0.535797492052519,"s(Duration):StyleODialogue"
188.718153886965,243,35.6631073772437,0,"s(Duration,Speaker)"
8.93693178456465,9,73.9450709371013,0,"s(Vowel)"
